       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m11k1                 x                 x                25       0.158513458                27              4978       55.45075152                27               126      56.783536001                15                53      43.077498496                25                 0      42.794526822
     m11k2                 x                 x                33       0.123096608                38             11624      67.518847216                38               101      68.782671868                26                62      59.517052028                33                 0      57.760733806
     m11k3                 x                 x                33       0.126920255                41             11944      73.652266794                40              8263      74.820074124                30                20      73.794111099                33                 0      74.828182109
     m11k4                 x                 x                34       0.147470667                41              5261      79.851217553                41             40846      82.501835568                34               234      89.942969227                37                75      91.455271705
     m11k5                 x                 x                37       0.130819421                41                51        88.5389737                41               819      88.565843644                33               264     106.231951145                37                 0     107.577490144
     m11k6                 x                 x                36        0.15557031                40                23      96.472710916                41               380      94.514277915                36               990     120.920838146                36                 0     120.812669608
     m11k7                 x                 x                38       0.172341214                41             25502     102.225516514                41               387     105.545702048                38               344     135.945120421                38                 0     134.562545867
     m11k8                 x                 x                37       0.201549669                41                19     106.200749221                41               358     109.176527276                38                75     148.415405181                38               584     147.948861184
     m11k9                 x                 x                38       0.210076276                41                18     115.515066677                41             23953     116.322341993                40               376      160.70957848                38                 0     164.287391721
    m11k10                 x                 x                38       0.232845637                41               615     118.040009495                41                98     121.971022637                40            305072     178.801680029                39                12     175.362926197
    m11k11                 x                 x                38       0.257267329                41                14     127.113832407                41                10     125.871435213                40            980458     193.067318285                40              1698     188.477124916
    m11k12                 x                 x                38        0.28247498                41                30     133.309375724                41                10     136.465432017                41            569740      204.85903341                40            193962     200.197589913
    m11k13                 x                 x                38       0.299558841                41                 9     140.948404487                41                 8     138.355689408                41             16621     218.992251961                41             58944     209.952327396
    m11k14                 x                 x                36       0.315998878                41                 7     143.559303346                41                 8     150.101345617                41             33619     226.098852876                41             77744      228.78675733
    m11k15                 x                 x                36       0.340473185                41                22     149.538999401                41                 9     156.912188971                41             23429     242.262608703                41             73363     240.809075324
    m11k16                 x                 x                36       0.347891406                41                11     162.163604679                41               360     158.128910019                41              6533      251.86805257                41            161673     245.015846752
    m11k17                 x                 x                36       0.381737089                41                11     165.698989094                41              2597     169.501720242                41             20864     260.590624149                41             20697     252.566119298
